DIRECCION,PROPIEDADS,PRECIOUSD,PRECIOPESO,USDM2,PESOSM2,ANTIG,EN_GALERIA,COTIZ_,TRIMESTRE_,BARRIOS_,COMUNA_
ZELAYA 3006,"525","430000","27090000","819","819","0",NO,"63",PRIMER,BALVANERA,"3"
BRASIL 1100,"492","882000","55566000","1793","1793","0",NO,"63",PRIMER,CONSTITUCION,"1"
BRASIL 1200,"249","675000","42525000","2711","2711","0",NO,"63",PRIMER,CONSTITUCION,"1"
BRASIL 1300,"233","1100000","69300000","4721","4721","40",NO,"63",PRIMER,CONSTITUCION,"1"
BRASIL 1500,"83","82000","5166000","988","988","0",NO,"63",PRIMER,CONSTITUCION,"1"
BRASIL 900,"212","219000","13797000","1033","1033","60",NO,"63",PRIMER,CONSTITUCION,"1"
BRASIL 900,"212","245000","15435000","1156","1156","0",NO,"63",PRIMER,CONSTITUCION,"1"
"CEVALLOS, Virrey 1100","110","220000","13860000","2000","2000","0",NO,"63",PRIMER,CONSTITUCION,"1"
"CEVALLOS, Virrey 1600","153","210000","13230000","1373","1373","0",NO,"63",PRIMER,CONSTITUCION,"1"
COCHABAMBA 1700,"52","65000","4095000","1250","1250","60",NO,"63",PRIMER,CONSTITUCION,"1"
CONSTITUCION 1200,"200","115000","7245000","575","575","80",NO,"63",PRIMER,CONSTITUCION,"1"
CONSTITUCION 1300,"42","70000","4410000","1667","1667","20",NO,"63",PRIMER,CONSTITUCION,"1"
ENTRE RIOS 1600,"58","70000","4410000","1207","1207","50",NO,"63",PRIMER,CONSTITUCION,"1"
ENTRE RIOS 1600,"66","105000","6615000","1591","1591","0",NO,"63",PRIMER,CONSTITUCION,"1"
ENTRE RIOS 2000,"121","170000","10710000","1405","1405","65",NO,"63",PRIMER,CONSTITUCION,"1"
ESTADOS UNIDOS 900,"31","105000","6615000","3387","3387","0",NO,"63",PRIMER,CONSTITUCION,"1"
"GARAY, JUAN DE 1201","1300","798000","50274000","614","614","1",NO,"63",PRIMER,CONSTITUCION,"1"
"GARAY, JUAN DE 1400","28","59000","3717000","2107","2107","70",NO,"63",PRIMER,CONSTITUCION,"1"
INDEPENDENCIA 1700,"99","600000","37800000","6061","6061","0",NO,"63",PRIMER,CONSTITUCION,"1"
INDEPENDENCIA 1800,"150","190000","11970000","1267","1267","45",NO,"63",PRIMER,CONSTITUCION,"1"
INDEPENDENCIA 1800,"164","220000","13860000","1341","1341","70",NO,"63",PRIMER,CONSTITUCION,"1"
INDEPENDENCIA 1800,"89","180000","11340000","2022","2022","70",NO,"63",PRIMER,CONSTITUCION,"1"
"IRIGOYEN, BERNARDO DE 1000","139","156000","9828000","1122","1122","70",NO,"63",PRIMER,CONSTITUCION,"1"
"IRIGOYEN, BERNARDO de 1000","142","173500","10930500","1222","1222","70",NO,"63",PRIMER,CONSTITUCION,"1"
"IRIGOYEN, BERNARDO DE 1300","111","160000","10080000","1441","1441","40",NO,"63",PRIMER,CONSTITUCION,"1"
"IRIGOYEN, BERNARDO de 1300","111","175000","11025000","1577","1577","0",NO,"63",PRIMER,CONSTITUCION,"1"
"IRIGOYEN, BERNARDO de 1300","961","450000","28350000","468","468","40",NO,"63",PRIMER,CONSTITUCION,"1"
"IRIGOYEN, BERNARDO de 1500","332","345000","21735000","1039","1039","0",NO,"63",PRIMER,CONSTITUCION,"1"
"IRIGOYEN, BERNARDO DE 1500","285","379000","23877000","1330","1330","0",NO,"63",PRIMER,CONSTITUCION,"1"
"IRIGOYEN, BERNARDO DE 1500","82","75000","4725000","915","915","0",NO,"63",PRIMER,CONSTITUCION,"1"
SALTA 1000,"80","175000","11025000","2188","2188","0",NO,"63",PRIMER,CONSTITUCION,"1"
SALTA 1100,"97","60000","3780000","619","619","50",NO,"63",PRIMER,CONSTITUCION,"1"
SALTA 1100,"87","59900","3773700","689","689","10",NO,"63",PRIMER,CONSTITUCION,"1"
SAN JOSE 1300,"257","300000","18900000","1167","1167","70",NO,"63",PRIMER,CONSTITUCION,"1"
SAN JUAN 1300,"90","120000","7560000","1333","1333","30",SI,"63",PRIMER,CONSTITUCION,"1"
SAN JUAN 1300,"40","110000","6930000","2750","2750","0",SI,"63",PRIMER,CONSTITUCION,"1"
SAN JUAN 1500,"111","115000","7245000","1036","1036","40",NO,"63",PRIMER,CONSTITUCION,"1"
SANTIAGO DEL ESTERO 900,"30","62000","3906000","2067","2067","40",NO,"63",PRIMER,CONSTITUCION,"1"
SOLIS 1904,"350","370000","23310000","1057","1057","40",NO,"63",PRIMER,CONSTITUCION,"1"
TACUARI 1000,"429","430000","27090000","1002","1002","28",NO,"63",PRIMER,CONSTITUCION,"1"
TACUARI 1100,"70","179000","11277000","2557","2557","0",NO,"63",PRIMER,CONSTITUCION,"1"
TACUARI 1200,"39","79000","4977000","2026","2026","50",NO,"63",PRIMER,CONSTITUCION,"1"
TACUARI 900,"183","179000","11277000","978","978","60",NO,"63",PRIMER,CONSTITUCION,"1"
"ALSINA, ADOLFO 1200","138","210000","13230000","1522","1522","0",NO,"63",PRIMER,MONTSERRAT,"1"
"ALSINA, ADOLFO 1200","490","850000","53550000","1735","1735","0",NO,"63",PRIMER,MONTSERRAT,"1"
"ALSINA, ADOLFO 1400","549","390000","24570000","710","710","22",NO,"63",PRIMER,MONTSERRAT,"1"
"ALSINA, ADOLFO 1450","130","230000","14490000","1769","1769","70",NO,"63",PRIMER,MONTSERRAT,"1"
"ALSINA, ADOLFO 1500","929","1100000","69300000","1184","1184","0",SI,"63",PRIMER,MONTSERRAT,"1"
"ALSINA, ADOLFO 1500","692","850000","53550000","1228","1228","50",NO,"63",PRIMER,MONTSERRAT,"1"
"ALSINA, ADOLFO 1630","92","135000","8505000","1467","1467","60",NO,"63",PRIMER,MONTSERRAT,"1"
"ALSINA, ADOLFO 700","1890","2300000","144900000","1217","1217","0",NO,"63",PRIMER,MONTSERRAT,"1"
BALCARCE 256,"120","340000","21420000","2833","2833","90",NO,"63",PRIMER,MONTSERRAT,"1"
BALCARCE 700,"145","390000","24570000","2690","2690","60",NO,"63",PRIMER,MONTSERRAT,"1"
BELGRANO 1600,"500","1000000","63000000","2000","2000","0",NO,"63",PRIMER,MONTSERRAT,"1"
BELGRANO 300,"150","850000","53550000","5667","5667","0",NO,"63",PRIMER,MONTSERRAT,"1"
BELGRANO 800,"536","600000","37800000","1119","1119","50",NO,"63",PRIMER,MONTSERRAT,"1"
BELGRANO 800,"266","480000","30240000","1805","1805","60",NO,"63",PRIMER,MONTSERRAT,"1"
BOLIVAR 200,"1875","3500000","220500000","1867","1867","0",NO,"63",PRIMER,MONTSERRAT,"1"
BOLIVAR 600,"210","350000","22050000","1667","1667","40",NO,"63",PRIMER,MONTSERRAT,"1"
"CEVALLOS, Virrey 100","178","145000","9135000","815","815","85",NO,"63",PRIMER,MONTSERRAT,"1"
"CEVALLOS, Virrey 400","153","210000","13230000","1373","1373","0",NO,"63",PRIMER,MONTSERRAT,"1"
"CEVALLOS, Virrey 654","75","110000","6930000","1467","1467","50",NO,"63",PRIMER,MONTSERRAT,"1"
CHACABUCO 100,"50","85000","5355000","1700","1700","40",NO,"63",PRIMER,MONTSERRAT,"1"
CHACABUCO 100,"47","89000","5607000","1894","1894","50",NO,"63",PRIMER,MONTSERRAT,"1"
CHACABUCO 147,"47","100000","6300000","2128","2128","0",NO,"63",PRIMER,MONTSERRAT,"1"
CHACABUCO 200,"360","360000","22680000","1000","1000","0",NO,"63",PRIMER,MONTSERRAT,"1"
CHACABUCO 400,"200","275000","17325000","1375","1375","20",NO,"63",PRIMER,MONTSERRAT,"1"
CHILE 1400,"100","190000","11970000","1900","1900","0",NO,"63",PRIMER,MONTSERRAT,"1"
CHILE 1600,"10","60000","3780000","6000","6000","60",NO,"63",PRIMER,MONTSERRAT,"1"
CHILE 1700,"38","110000","6930000","2895","2895","25",NO,"63",PRIMER,MONTSERRAT,"1"
CHILE 900,"200","230000","14490000","1150","1150","0",NO,"63",PRIMER,MONTSERRAT,"1"
DE MAYO 1200,"363","990000","62370000","2727","2727","0",NO,"63",PRIMER,MONTSERRAT,"1"
DE MAYO 1200,"363","1300000","81900000","3581","3581","90",NO,"63",PRIMER,MONTSERRAT,"1"
DE MAYO 1260,"28","23000","1449000","821","821","0",NO,"63",PRIMER,MONTSERRAT,"1"
DE MAYO 1300,"17","30900","1946700","1818","1818","0",NO,"63",PRIMER,MONTSERRAT,"1"
DE MAYO 1343,"40","60000","3780000","1500","1500","60",NO,"63",PRIMER,MONTSERRAT,"1"
DE MAYO 500,"110","900000","56700000","8182","8182","0",NO,"63",PRIMER,MONTSERRAT,"1"
ENTRE RIOS 100,"800","1200000","75600000","1500","1500","0",NO,"63",PRIMER,MONTSERRAT,"1"
ENTRE RIOS 188,"800","1200000","75600000","1500","1500","0",NO,"63",PRIMER,MONTSERRAT,"1"
ENTRE RIOS 232,"63","230000","14490000","3651","3651","50",NO,"63",PRIMER,MONTSERRAT,"1"
INDEPENDENCIA 1382,"85","179000","11277000","2106","2106","10",NO,"63",PRIMER,MONTSERRAT,"1"
LIMA 200,"240","420000","26460000","1750","1750","0",NO,"63",PRIMER,MONTSERRAT,"1"
MEXICO 1100,"102","110000","6930000","1078","1078","50",NO,"63",PRIMER,MONTSERRAT,"1"
MEXICO 1100,"100","140000","8820000","1400","1400","100",NO,"63",PRIMER,MONTSERRAT,"1"
MEXICO 1541,"133","145000","9135000","1090","1090","0",NO,"63",PRIMER,MONTSERRAT,"1"
MEXICO 1700,"224","276000","17388000","1232","1232","45",NO,"63",PRIMER,MONTSERRAT,"1"
MEXICO 1700,"190","285000","17955000","1500","1500","0",NO,"63",PRIMER,MONTSERRAT,"1"
MEXICO 1776,"147","280000","17640000","1905","1905","95",NO,"63",PRIMER,MONTSERRAT,"1"
MEXICO 400,"200","295000","18585000","1475","1475","50",NO,"63",PRIMER,MONTSERRAT,"1"
MEXICO 400,"95","280000","17640000","2947","2947","90",NO,"63",PRIMER,MONTSERRAT,"1"
MEXICO 459,"200","350000","22050000","1750","1750","0",NO,"63",PRIMER,MONTSERRAT,"1"
MORENO 1300,"562","300000","18900000","534","534","0",NO,"63",PRIMER,MONTSERRAT,"1"
MORENO 1616,"78","160000","10080000","2051","2051","10",NO,"63",PRIMER,MONTSERRAT,"1"
MORENO 1700,"230","280000","17640000","1217","1217","0",NO,"63",PRIMER,MONTSERRAT,"1"
MORENO 1800,"363","470000","29610000","1295","1295","40",NO,"63",PRIMER,MONTSERRAT,"1"
MORENO 1800,"340","450000","28350000","1324","1324","35",NO,"63",PRIMER,MONTSERRAT,"1"
MORENO 200,"825","680000","42840000","824","824","0",NO,"63",PRIMER,MONTSERRAT,"1"
MORENO 913,"500","700000","44100000","1400","1400","10",NO,"63",PRIMER,MONTSERRAT,"1"
PERU 200,"292","550000","34650000","1884","1884","0",NO,"63",PRIMER,MONTSERRAT,"1"
PERU 400,"2187","2170000","136710000","992","992","0",NO,"63",PRIMER,MONTSERRAT,"1"
PERU 600,"176","450000","28350000","2557","2557","0",NO,"63",PRIMER,MONTSERRAT,"1"
PIEDRAS 100,"1250","875000","55125000","700","700","0",NO,"63",PRIMER,MONTSERRAT,"1"
PIEDRAS 100,"1244","980000","61740000","788","788","0",NO,"63",PRIMER,MONTSERRAT,"1"
PIEDRAS 100,"250","220000","13860000","880","880","0",NO,"63",PRIMER,MONTSERRAT,"1"
PIEDRAS 120,"135","248000","15624000","1837","1837","45",NO,"63",PRIMER,MONTSERRAT,"1"
PIEDRAS 600,"203","195000","12285000","961","961","0",NO,"63",PRIMER,MONTSERRAT,"1"
PIEDRAS 99,"445","1200000","75600000","2697","2697","0",NO,"63",PRIMER,MONTSERRAT,"1"
PIEDRAS 99,"894","760000","47880000","850","850","100",NO,"63",PRIMER,MONTSERRAT,"1"
RIVADAVIA 1100,"650","500000","31500000","769","769","0",SI,"63",PRIMER,MONTSERRAT,"1"
RIVADAVIA 900,"158","165000","10395000","1044","1044","40",NO,"63",PRIMER,MONTSERRAT,"1"
RIVADAVIA 900,"784","310000","19530000","395","395","0",NO,"63",PRIMER,MONTSERRAT,"1"
"ROCA, JULIO A., Pres. 600","334","1200000","75600000","3593","3593","60",NO,"63",PRIMER,MONTSERRAT,"1"
"SAENZ PENA, LUIS, PRES. 300","68","129000","8127000","1897","1897","50",NO,"63",PRIMER,MONTSERRAT,"1"
"SAENZ PENA, LUIS, PRES. 400","20","58000","3654000","2900","2900","50",NO,"63",PRIMER,MONTSERRAT,"1"
"SAENZ PENA, LUIS, PRES. 700","30","60000","3780000","2000","2000","60",NO,"63",PRIMER,MONTSERRAT,"1"
"SAENZ PENA, LUIS, PRES. 800","99","98000","6174000","990","990","0",NO,"63",PRIMER,MONTSERRAT,"1"
SALTA 100,"96","199000","12537000","2073","2073","0",NO,"63",PRIMER,MONTSERRAT,"1"
SALTA 200,"194","230000","14490000","1186","1186","70",NO,"63",PRIMER,MONTSERRAT,"1"
SALTA 200,"61","110000","6930000","1803","1803","0",NO,"63",PRIMER,MONTSERRAT,"1"
SALTA 200,"99","260000","16380000","2626","2626","0",NO,"63",PRIMER,MONTSERRAT,"1"
SALTA 300,"163","210000","13230000","1288","1288","40",NO,"63",PRIMER,MONTSERRAT,"1"
SALTA 300,"157","210000","13230000","1338","1338","55",NO,"63",PRIMER,MONTSERRAT,"1"
SALTA 300,"156","220000","13860000","1410","1410","70",NO,"63",PRIMER,MONTSERRAT,"1"
SALTA 300,"350","599000","37737000","1711","1711","48",NO,"63",PRIMER,MONTSERRAT,"1"
SALTA 308,"176","189000","11907000","1074","1074","60",NO,"63",PRIMER,MONTSERRAT,"1"
SALTA 500,"720","1100000","69300000","1528","1528","0",NO,"63",PRIMER,MONTSERRAT,"1"
SALTA 560,"520","670000","42210000","1288","1288","5",NO,"63",PRIMER,MONTSERRAT,"1"
SALTA 600,"33","53200","3351600","1612","1612","50",NO,"63",PRIMER,MONTSERRAT,"1"
SALTA 800,"127","170000","10710000","1339","1339","10",NO,"63",PRIMER,MONTSERRAT,"1"
SAN JOSE 200,"144","290000","18270000","2014","2014","60",NO,"63",PRIMER,MONTSERRAT,"1"
SAN JOSE 800,"55","70000","4410000","1273","1273","35",NO,"63",PRIMER,MONTSERRAT,"1"
SANTIAGO DEL ESTERO 100,"129","90000","5670000","698","698","40",NO,"63",PRIMER,MONTSERRAT,"1"
SANTIAGO DEL ESTERO 75,"14","25000","1575000","1786","1786","40",NO,"63",PRIMER,MONTSERRAT,"1"
SANTIAGO DEL ESTERO 75,"14","39000","2457000","2786","2786","16",NO,"63",PRIMER,MONTSERRAT,"1"
SOLIS 100,"46","140000","8820000","3043","3043","50",NO,"63",PRIMER,MONTSERRAT,"1"
SOLIS 200,"130","79900","5033700","615","615","0",NO,"63",PRIMER,MONTSERRAT,"1"
SOLIS 300,"108","135000","8505000","1250","1250","70",NO,"63",PRIMER,MONTSERRAT,"1"
SOLIS 700,"38","90000","5670000","2368","2368","48",NO,"63",PRIMER,MONTSERRAT,"1"
TACUARI 161,"79","135000","8505000","1709","1709","0",SI,"63",PRIMER,MONTSERRAT,"1"
TACUARI 200,"100","250000","15750000","2500","2500","60",NO,"63",PRIMER,MONTSERRAT,"1"
TACUARI 600,"72","120000","7560000","1667","1667","80",NO,"63",PRIMER,MONTSERRAT,"1"
VENEZUELA 1200,"340","220000","13860000","647","647","60",NO,"63",PRIMER,MONTSERRAT,"1"
VENEZUELA 1302,"900","900000","56700000","1000","1000","30",NO,"63",PRIMER,MONTSERRAT,"1"
VENEZUELA 400,"260","320000","20160000","1231","1231","0",NO,"63",PRIMER,MONTSERRAT,"1"
VENEZUELA 400,"57","130000","8190000","2281","2281","60",NO,"63",PRIMER,MONTSERRAT,"1"
VENEZUELA 400,"30","89000","5607000","2967","2967","80",NO,"63",PRIMER,MONTSERRAT,"1"
VENEZUELA 600,"180","320000","20160000","1778","1778","20",NO,"63",PRIMER,MONTSERRAT,"1"
VENEZUELA 700,"142","312000","19656000","2197","2197","25",NO,"63",PRIMER,MONTSERRAT,"1"
"YRIGOYEN, HIPOLITO 1300","141","210000","13230000","1489","1489","0",NO,"63",PRIMER,MONTSERRAT,"1"
"YRIGOYEN, HIPOLITO 1300","87","200000","12600000","2299","2299","0",NO,"63",PRIMER,MONTSERRAT,"1"
"YRIGOYEN, HIPOLITO 1500","90","210000","13230000","2333","2333","40",NO,"63",PRIMER,MONTSERRAT,"1"
"YRIGOYEN, HIPOLITO 687","120","148500","9355500","1238","1238","50",NO,"63",PRIMER,MONTSERRAT,"1"
"YRIGOYEN, HIPOLITO 778","243","320000","20160000","1317","1317","45",NO,"63",PRIMER,MONTSERRAT,"1"
"YRIGOYEN, HIPOLITO 800","1014","870000","54810000","858","858","0",NO,"63",PRIMER,MONTSERRAT,"1"
24 DE NOVIEMBRE 1100,"33","69000","4347000","2091","2091","35",NO,"63",PRIMER,SAN CRISTOBAL,"3"
"CALVO, CARLOS 1990","196","190000","11970000","969","969","65",NO,"63",PRIMER,SAN CRISTOBAL,"3"
"CALVO, CARLOS 2000","48","85000","5355000","1771","1771","30",SI,"63",PRIMER,SAN CRISTOBAL,"3"
"CALVO, CARLOS 2900","51","87000","5481000","1706","1706","30",SI,"63",PRIMER,SAN CRISTOBAL,"3"
COCHABAMBA 3300,"480","260000","16380000","542","542","0",NO,"63",PRIMER,SAN CRISTOBAL,"3"
ENTRE RIOS 900,"247","450000","28350000","1822","1822","40",NO,"63",PRIMER,SAN CRISTOBAL,"3"
ENTRE RIOS 900,"230","500000","31500000","2174","2174","0",NO,"63",PRIMER,SAN CRISTOBAL,"3"
ENTRE RIOS 900,"80","300000","18900000","3750","3750","0",NO,"63",PRIMER,SAN CRISTOBAL,"3"
ESTADOS UNIDOS 2200,"212","185000","11655000","873","873","80",NO,"63",PRIMER,SAN CRISTOBAL,"3"
ESTADOS UNIDOS 2800,"174","280000","17640000","1609","1609","44",NO,"63",PRIMER,SAN CRISTOBAL,"3"
ESTADOS UNIDOS 2824,"2350","1500000","94500000","638","638","20",NO,"63",PRIMER,SAN CRISTOBAL,"3"
INDEPENDENCIA 2020,"130","210000","13230000","1615","1615","60",NO,"63",PRIMER,SAN CRISTOBAL,"3"
INDEPENDENCIA 2600,"382","420000","26460000","1099","1099","90",NO,"63",PRIMER,SAN CRISTOBAL,"3"
INDEPENDENCIA 3000,"102","280000","17640000","2745","2745","50",NO,"63",PRIMER,SAN CRISTOBAL,"3"
INDEPENDENCIA 3090,"82","180000","11340000","2195","2195","0",NO,"63",PRIMER,SAN CRISTOBAL,"3"
INDEPENDENCIA 3300,"345","900000","56700000","2609","2609","0",NO,"63",PRIMER,SAN CRISTOBAL,"3"
LA RIOJA 1200,"95","109000","6867000","1147","1147","0",NO,"63",PRIMER,SAN CRISTOBAL,"3"
LA RIOJA 900,"450","900000","56700000","2000","2000","0",NO,"63",PRIMER,SAN CRISTOBAL,"3"
PAVON 2100,"80","82000","5166000","1025","1025","40",NO,"63",PRIMER,SAN CRISTOBAL,"3"
PAVON 2100,"98","125000","7875000","1276","1276","80",NO,"63",PRIMER,SAN CRISTOBAL,"3"
PAVON 2107,"110","90000","5670000","818","818","0",NO,"63",PRIMER,SAN CRISTOBAL,"3"
PAVON 2600,"95","90000","5670000","947","947","0",NO,"63",PRIMER,SAN CRISTOBAL,"3"
PAVON 2900,"445","350000","22050000","787","787","50",NO,"63",PRIMER,SAN CRISTOBAL,"3"
SAN JUAN 2300,"430","480000","30240000","1116","1116","0",NO,"63",PRIMER,SAN CRISTOBAL,"3"
SAN JUAN 2400,"95","240000","15120000","2526","2526","0",SI,"63",PRIMER,SAN CRISTOBAL,"3"
SAN JUAN 2400,"36","120000","7560000","3333","3333","35",SI,"63",PRIMER,SAN CRISTOBAL,"3"
SAN JUAN 2400,"37","153800","9689400","4157","4157","30",SI,"63",PRIMER,SAN CRISTOBAL,"3"
SAN JUAN 2800,"162","390000","24570000","2407","2407","0",SI,"63",PRIMER,SAN CRISTOBAL,"3"
25 DE MAYO 500,"1080","1600000","100800000","1481","1481","0",NO,"63",PRIMER,SAN NICOLAS,"1"
"ALEM, LEANDRO N. 400","552","795000","50085000","1440","1440","0",NO,"63",PRIMER,SAN NICOLAS,"1"
CALLAO 200,"147","360000","22680000","2449","2449","0",NO,"63",PRIMER,SAN NICOLAS,"1"
CERRITO 134,"215","500000","31500000","2326","2326","50",NO,"63",PRIMER,SAN NICOLAS,"1"
CERRITO 800,"206","700000","44100000","3398","3398","15",NO,"63",PRIMER,SAN NICOLAS,"1"
CORDOBA 400,"13","18000","1134000","1385","1385","0",NO,"63",PRIMER,SAN NICOLAS,"1"
CORDOBA 400,"32","65000","4095000","2031","2031","36",NO,"63",PRIMER,SAN NICOLAS,"1"
CORDOBA 634,"310","500000","31500000","1613","1613","50",NO,"63",PRIMER,SAN NICOLAS,"1"
CORDOBA 800,"345","650000","40950000","1884","1884","0",NO,"63",PRIMER,SAN NICOLAS,"1"
CORRIENTES 1300,"27","63000","3969000","2333","2333","40",NO,"63",PRIMER,SAN NICOLAS,"1"
CORRIENTES 500,"1245","4000000","252000000","3213","3213","0",NO,"63",PRIMER,SAN NICOLAS,"1"
ESMERALDA 500,"10","16000","1008000","1600","1600","40",NO,"63",PRIMER,SAN NICOLAS,"1"
ESMERALDA 500,"236","450000","28350000","1907","1907","0",NO,"63",PRIMER,SAN NICOLAS,"1"
ESMERALDA 800,"468","490000","30870000","1047","1047","0",NO,"63",PRIMER,SAN NICOLAS,"1"
ESMERALDA 800,"198","450000","28350000","2273","2273","0",NO,"63",PRIMER,SAN NICOLAS,"1"
FLORIDA 300,"650","3800000","239400000","5846","5846","0",NO,"63",PRIMER,SAN NICOLAS,"1"
FLORIDA 400,"22","55000","3465000","2500","2500","0",NO,"63",PRIMER,SAN NICOLAS,"1"
FLORIDA 500,"33","50000","3150000","1515","1515","0",NO,"63",PRIMER,SAN NICOLAS,"1"
FLORIDA 500,"41","91000","5733000","2220","2220","35",NO,"63",PRIMER,SAN NICOLAS,"1"
FLORIDA 500,"35","340000","21420000","9714","9714","0",NO,"63",PRIMER,SAN NICOLAS,"1"
FLORIDA 800,"19","25000","1575000","1316","1316","50",NO,"63",PRIMER,SAN NICOLAS,"1"
FLORIDA 800,"345","750000","47250000","2174","2174","0",NO,"63",PRIMER,SAN NICOLAS,"1"
FLORIDA 800,"30","79000","4977000","2633","2633","0",NO,"63",PRIMER,SAN NICOLAS,"1"
FLORIDA 800,"54","180000","11340000","3333","3333","40",NO,"63",PRIMER,SAN NICOLAS,"1"
LAVALLE 1320,"300","500000","31500000","1667","1667","22",NO,"63",PRIMER,SAN NICOLAS,"1"
LAVALLE 1320,"285","500000","31500000","1754","1754","22",NO,"63",PRIMER,SAN NICOLAS,"1"
LAVALLE 1461,"54","320000","20160000","5926","5926","50",NO,"63",PRIMER,SAN NICOLAS,"1"
LAVALLE 1600,"365","1300000","81900000","3562","3562","0",NO,"63",PRIMER,SAN NICOLAS,"1"
LAVALLE 400,"232","595000","37485000","2565","2565","0",NO,"63",PRIMER,SAN NICOLAS,"1"
LAVALLE 423,"205","590000","37170000","2878","2878","35",NO,"63",PRIMER,SAN NICOLAS,"1"
LAVALLE 500,"81","650000","40950000","8025","8025","40",NO,"63",PRIMER,SAN NICOLAS,"1"
LAVALLE 500,"79","750000","47250000","9494","9494","0",NO,"63",PRIMER,SAN NICOLAS,"1"
LAVALLE 700,"42","420000","26460000","10000","10000","0",NO,"63",PRIMER,SAN NICOLAS,"1"
LAVALLE 700,"1834","4650000","292950000","2535","2535","40",NO,"63",PRIMER,SAN NICOLAS,"1"
LAVALLE 700,"80","480000","30240000","6000","6000","0",NO,"63",PRIMER,SAN NICOLAS,"1"
LAVALLE 777,"934","5900000","371700000","6317","6317","20",NO,"63",PRIMER,SAN NICOLAS,"1"
LAVALLE 835,"14","40000","2520000","2857","2857","35",NO,"63",PRIMER,SAN NICOLAS,"1"
LAVALLEJA 100,"39","110000","6930000","2821","2821","35",NO,"63",PRIMER,SAN NICOLAS,"1"
LAVALLEJA 39,"180","200000","12600000","1111","1111","45",NO,"63",PRIMER,SAN NICOLAS,"1"
LIBERTAD 200,"8","45000","2835000","5625","5625","0",NO,"63",PRIMER,SAN NICOLAS,"1"
LIBERTAD 282,"39","120000","7560000","3077","3077","30",NO,"63",PRIMER,SAN NICOLAS,"1"
LIBERTAD 700,"522","1100000","69300000","2107","2107","0",SI,"63",PRIMER,SAN NICOLAS,"1"
LIBERTAD 700,"200","900000","56700000","4500","4500","0",SI,"63",PRIMER,SAN NICOLAS,"1"
LIBERTAD 800,"62","170000","10710000","2742","2742","0",NO,"63",PRIMER,SAN NICOLAS,"1"
MAIPU 700,"720","1400000","88200000","1944","1944","0",NO,"63",PRIMER,SAN NICOLAS,"1"
"MITRE, BARTOLOME 1100","324","300000","18900000","926","926","0",NO,"63",PRIMER,SAN NICOLAS,"1"
"MITRE, BARTOLOME 1145","1145","950000","59850000","830","830","0",NO,"63",PRIMER,SAN NICOLAS,"1"
"MITRE, BARTOLOME 1200","243","152000","9576000","626","626","0",NO,"63",PRIMER,SAN NICOLAS,"1"
"MITRE, BARTOLOME 1200","330","300000","18900000","909","909","99",NO,"63",PRIMER,SAN NICOLAS,"1"
"MITRE, BARTOLOME 1300","180","350000","22050000","1944","1944","55",NO,"63",PRIMER,SAN NICOLAS,"1"
"MITRE, BARTOLOME 1400","143","350000","22050000","2448","2448","40",NO,"63",PRIMER,SAN NICOLAS,"1"
"MITRE, BARTOLOME 1500","343","550000","34650000","1603","1603","0",NO,"63",PRIMER,SAN NICOLAS,"1"
"MITRE, BARTOLOME 1600","743","1850000","116550000","2490","2490","70",NO,"63",PRIMER,SAN NICOLAS,"1"
MONTEVIDEO 100,"182","147000","9261000","808","808","0",NO,"63",PRIMER,SAN NICOLAS,"1"
MONTEVIDEO 500,"103","389000","24507000","3777","3777","0",NO,"63",PRIMER,SAN NICOLAS,"1"
MONTEVIDEO 600,"130","185000","11655000","1423","1423","60",NO,"63",PRIMER,SAN NICOLAS,"1"
MONTEVIDEO 650,"57","145000","9135000","2544","2544","0",NO,"63",PRIMER,SAN NICOLAS,"1"
MONTEVIDEO 700,"83","135000","8505000","1627","1627","80",NO,"63",PRIMER,SAN NICOLAS,"1"
MONTEVIDEO 700,"132","280000","17640000","2121","2121","0",NO,"63",PRIMER,SAN NICOLAS,"1"
MONTEVIDEO 768,"142","275000","17325000","1937","1937","40",NO,"63",PRIMER,SAN NICOLAS,"1"
MONTEVIDEO 800,"148","220000","13860000","1486","1486","40",NO,"63",PRIMER,SAN NICOLAS,"1"
